,Source,Target
245289,60232,41650
245290,60232,42979
245291,60232,49080
245292,60232,50115
245293,60232,54439
245294,60232,55374
245295,60232,57624
245296,60232,58700
245297,60232,64633
245298,60232,69401
245299,60232,69891
245300,60232,71181
245301,60232,83918
245302,60232,84013
245303,60232,84386
245304,60232,86155
245305,60232,89546
245306,60232,90728
245307,60232,91071
245308,60232,91463
245309,60232,92592
245310,60232,94436
245311,60232,95174
245312,60232,96047
245313,60232,97189
245314,60232,102266
245315,60232,106804
245329,60243,8069
245330,60243,13150
245339,60247,12676
245340,60247,69477
245341,60247,80505
245342,60247,99557
245343,60247,104788
245369,60256,38453
245443,60280,68143
245444,60280,97787
245514,60306,106286
245520,60309,8351
245529,60309,44112
245538,60309,80723
245539,60309,82557
245564,60315,61556
245709,60342,96586
245724,60345,63556
245732,60351,38969
245795,60360,85453
245838,60363,102209
245878,60364,110074
245887,60367,32461
245940,60382,88677
245985,60394,50508
246020,60400,12345
246024,60400,15713
246029,60400,31813
246058,60400,93696
246091,60410,69667
246111,60417,40364
246292,60479,111316
246338,60493,55522
246374,60504,34743
246375,60504,42755
246376,60504,58813
246377,60504,78338
246378,60504,94409
246381,60505,38067
246383,60505,49891
246389,60505,72264
246394,60505,110720
246442,60519,4500
246475,60532,73578
246490,60538,69710
246547,60552,27183
246565,60560,86975
246573,60563,49433
246594,60564,24168
246595,60564,30319
246596,60564,39454
246597,60564,41166
246598,60564,48336
246599,60564,57301
246600,60564,61862
246601,60564,77844
246602,60564,81649
246603,60564,106999
246604,60564,108723
246676,60575,96715
246698,60584,56957
246719,60594,60477
246781,60611,84503
246819,60619,112403
246839,60626,33394
246840,60626,40338
246841,60626,61552
246855,60631,20409
246907,60642,28120
246908,60642,48320
246909,60642,58635
246910,60642,77780
246911,60642,84460
246912,60642,103627
246913,60642,109081
246925,60646,90680
246932,60651,5210
246933,60651,9807
246934,60651,74789
246942,60655,61984
247011,60676,89618
247089,60690,71988
247115,60699,103952
247117,60701,59895
247118,60701,60503
247119,60701,76733
247120,60701,88187
247154,60715,26843
247155,60715,54933
247156,60715,57966
247157,60715,63804
247158,60715,75509
247159,60715,78285
247160,60715,83215
247165,60717,4436
247166,60717,28575
247167,60717,45926
247168,60717,53319
247169,60717,79535
247170,60717,81813
247171,60717,86118
247172,60717,91444
247173,60717,103436
247174,60717,106599
247194,60722,102085
247195,60722,108427
247242,60735,47466
247246,60735,94907
247265,60742,39350
247268,60742,60807
247269,60742,61077
247276,60749,41768
247277,60749,62230
247278,60749,82817
247295,60756,88845
247358,60768,98444
247370,60776,38529
247414,60799,110851
247423,60809,29202
247424,60809,36740
247425,60809,81784
247426,60809,84267
247427,60809,88118
247428,60809,111088
247430,60810,89502
247499,60833,21300
247500,60833,24336
247501,60833,28150
247502,60833,95461
247632,60873,58255
247676,60886,60990
247688,60891,49433
247706,60893,6052
247708,60893,30798
247712,60893,103495
247850,60922,80982
247887,60930,67027
247959,60955,22280
248154,60986,51693
248160,60990,60886
248193,60995,102787
248201,60999,47294
248207,60999,111493
248302,61023,98095
248330,61029,71710
248337,61033,8580
248338,61033,22600
248339,61033,43975
248340,61033,73988
248342,61035,22747
248426,61056,95425
248431,61061,57430
248527,61086,51778
248528,61086,52454
248539,61087,76656
248557,61093,75606
248558,61094,70350
248596,61100,46629
248605,61106,59267
248606,61106,59853
248607,61106,65184
248608,61106,65778
248609,61106,66353
248610,61106,66863
248617,61108,23379
248649,61122,35508
248739,61150,14887
248769,61158,36839
248814,61174,42980
248815,61174,82303
248816,61174,84872
248856,61190,27364
248861,61192,97953
248916,61216,11559
248917,61216,33676
248954,61231,59932
248962,61235,71988
248976,61241,775
248977,61242,105968
248978,61242,110335
248984,61243,63927
249002,61246,23401
249032,61255,79116
249067,61272,63812
249350,61330,96703
249362,61336,56790
249363,61336,70300
249364,61336,87589
249365,61336,89226
249366,61336,98023
249375,61340,18643
249376,61340,36900
249381,61344,20891
249382,61344,35893
249383,61344,36267
249384,61344,48690
249385,61344,89005
249440,61360,56448
249503,61371,12641
249508,61371,18900
249510,61371,82906
249514,61373,11845
249515,61373,21619
249528,61385,4295
249535,61385,110699
249581,61396,41272
249629,61412,15977
249716,61444,75606
249718,61445,406
249763,61459,90351
249770,61461,6905
249788,61464,31734
249825,61481,6379
249838,61484,110942
249905,61500,82859
250068,61536,52747
250090,61545,34318
250115,61556,5928
250121,61556,60315
250296,61604,21863
250383,61610,77215
250429,61622,39963
250452,61623,23554
250460,61627,25458
250468,61628,22474
250469,61628,24151
250470,61628,27372
250471,61628,34528
250472,61628,36905
250473,61628,36936
250474,61628,42128
250475,61628,48952
250476,61628,60941
250477,61628,67884
250478,61628,68921
250479,61628,111496
250496,61629,81068
250506,61629,104438
250516,61633,87279
250517,61633,104766
250547,61647,82062
250598,61654,85699
250623,61662,16054
250624,61662,20166
250625,61662,24940
250626,61662,34817
250627,61662,68355
250628,61662,75514
250629,61662,86750
250816,61708,111252
250960,61725,106829
250995,61740,93160
251027,61755,94983
251046,61758,99303
251086,61775,50932
251182,61794,5206
251183,61794,10916
251184,61794,14007
251185,61794,14462
251186,61794,19078
251187,61794,19952
251188,61794,36974
251189,61794,39943
251190,61794,56362
251191,61794,59527
251192,61794,70580
251193,61794,107187
251194,61794,111396
251205,61795,109358
251253,61807,21858
251258,61807,42513
251260,61807,48800
251261,61807,50327
251311,61820,61938
251330,61829,15889
251335,61833,55348
251417,61848,47887
251455,61857,59743
251459,61857,104487
251473,61864,59824
251474,61864,72337
251475,61865,59709
251495,61871,33960
251521,61881,9175
251564,61888,70521
251599,61896,29275
251600,61896,50575
251601,61896,57868
251602,61896,95112
251603,61896,105815
251609,61900,72479
251617,61904,97397
251679,61923,93253
251725,61938,50045
251727,61938,83642
251804,61946,38532
251813,61949,54365
251815,61949,58658
251820,61953,23139
251823,61956,62895
251906,61969,95670
251964,61985,110255
251978,61988,59742
252015,61999,4026
252016,61999,24579
252017,61999,39257
252018,61999,45577
252019,61999,76840
252020,61999,84779
252052,62007,38330
252053,62007,47537
252054,62007,49536
252055,62007,53352
252056,62007,55508
252057,62007,67311
252058,62007,71848
252059,62007,79115
252060,62007,94502
252061,62007,94880
252062,62007,95059
252063,62007,96028
252121,62029,94251
252333,62070,68380
252335,62071,2391
252336,62071,47677
252337,62071,49143
252338,62071,108787
252385,62087,27607
252396,62093,9384
252400,62093,12889
252401,62093,14222
252409,62093,36080
252412,62093,44758
252440,62100,91956
252441,62100,93612
252460,62105,78419
252461,62106,21907
252462,62106,47118
252463,62106,80294
252464,62106,84634
252465,62106,106707
252588,62133,7048
252589,62133,7218
252590,62133,7482
252591,62133,8608
252592,62133,12337
252593,62133,25360
252594,62133,97793
252659,62158,48781
252708,62174,13168
252709,62174,78452
252710,62174,84023
252714,62175,26711
252764,62188,2903
252765,62188,9293
252766,62188,19931
252767,62188,26229
252768,62188,29383
252769,62188,30639
252770,62188,42600
252771,62188,44121
252772,62188,44722
252773,62188,48878
252774,62188,67992
252775,62188,73045
252776,62188,75244
252777,62188,97450
252778,62188,109168
252805,62194,61010
252838,62196,100896
252884,62205,82876
252918,62214,82921
252926,62217,23871
252937,62222,32859
252942,62222,55343
252960,62225,62206
252961,62225,83578
252980,62235,17690
253021,62246,111566
253043,62254,27774
253089,62273,12679
253090,62273,35608
253091,62273,36653
253092,62273,41461
253093,62273,62967
253094,62273,63539
253095,62273,67734
253205,62287,63975
253206,62287,65820
253207,62287,75552
253221,62288,100577
253263,62301,19854
253264,62301,28276
253265,62301,69930
253266,62301,82049
253267,62301,83312
253268,62301,84292
253269,62301,92849
253270,62301,98887
253271,62301,99116
253294,62309,49382
253308,62310,104144
253331,62319,7497
253386,62334,105395
253410,62341,51983
253411,62341,53115
253412,62341,76642
253433,62351,48520
253434,62351,64883
253435,62351,68041
253436,62351,69974
253437,62351,110317
253450,62355,47673
253487,62369,87479
253521,62376,51674
253522,62376,67694
253560,62381,71101
253578,62388,32591
253732,62435,11135
253733,62435,72379
253739,62438,75816
253758,62443,33561
253759,62443,40286
253760,62443,47940
253761,62443,52008
253762,62443,52260
253763,62443,57277
253764,62443,60365
253765,62443,67897
253766,62443,72073
253767,62443,78266
253768,62443,94807
253832,62464,12986
253846,62465,31431
253847,62465,37622
253848,62465,39954
253849,62465,48269
253850,62465,54694
253851,62465,54912
253852,62465,57117
253853,62465,58894
253854,62465,63223
253855,62465,63423
253856,62465,64127
253857,62465,64189
253858,62465,67470
253859,62465,71347
253860,62465,87804
253920,62481,32817
253921,62481,34524
253922,62481,40178
253923,62481,71442
253924,62481,73273
253925,62481,78915
253926,62481,82811
253927,62481,84257
253947,62484,48079
253987,62502,37063
253988,62502,61599
253989,62502,71756
253990,62502,82240
254019,62507,82581
254022,62507,85345
254044,62510,48065
254081,62513,13634
254141,62524,5679
254142,62524,5871
254143,62524,34774
254144,62524,48128
254145,62524,52835
254146,62524,56006
254147,62524,62283
254148,62524,64546
254149,62524,72882
254150,62524,75332
254151,62524,77753
254166,62529,59246
254277,62569,88179
254279,62569,111787
254405,62585,406
254422,62588,100856
254492,62617,63055
254493,62617,68942
254494,62617,72813
254501,62619,22209
254516,62623,20338
254519,62623,34822
254537,62628,90715
254606,62652,108113
254621,62657,38527
254684,62675,66162
254702,62678,64258
254708,62679,21435
254709,62679,38725
254710,62679,47625
254711,62679,62762
254712,62679,77647
254713,62679,94501
254714,62679,98889
254715,62679,100743
254716,62679,103049
254950,62750,91984
254993,62766,33029
254994,62766,71589
254998,62767,60253
255008,62771,10812
255009,62771,77791
255010,62771,92357
255020,62772,99528
255027,62773,86759
255047,62786,79388
255052,62791,62795
255121,62802,104127
255140,62807,105770
255141,62808,20318
255142,62808,89752
255199,62828,47337
255242,62848,111282
255251,62852,62689
255252,62852,66839
255253,62852,77128
255254,62852,79688
255255,62852,95791
255256,62852,99464
255257,62852,99501
255258,62852,101405
255259,62852,106742
255292,62868,104438
255353,62896,8507
255373,62903,8640
255552,62947,59780
255553,62947,64819
255554,62947,65688
255555,62947,68529
255569,62951,48935
255795,62983,101687
255796,62983,110527
255909,63019,34341
255979,63030,92574
255989,63034,85443
255990,63034,86037
256084,63070,66119
256150,63088,77090
256264,63119,73034
256265,63119,80026
256277,63125,32613
256297,63134,18010
256340,63142,89072
256348,63148,14600
256394,63165,57857
256486,63191,85477
256528,63202,28527
256548,63207,32110
256549,63207,46397
256550,63207,50446
256551,63207,59949
256552,63207,60692
256553,63207,62561
256554,63207,66422
256555,63207,69317
256556,63207,78101
256557,63207,78559
256558,63207,78919
256559,63207,83173
256560,63207,83524
256561,63207,85083
256562,63207,85194
256563,63207,85887
256564,63207,89267
256565,63207,91737
256566,63207,92191
256567,63207,93573
256568,63207,93894
256569,63207,96035
256570,63207,96049
256571,63207,96179
256572,63207,101664
256608,63213,60505
256613,63213,88284
256614,63213,110720
256619,63217,109349
256621,63219,78878
256654,63226,31704
256708,63235,108389
256744,63243,52024
256757,63246,101970
256761,63249,61441
256762,63249,67867
256763,63249,69267
256764,63249,109021
256765,63249,109680
256867,63276,79551
256970,63302,40388
256983,63302,85683
256999,63306,101687
257115,63340,80498
257117,63340,95574
257158,63347,74572
257179,63357,16867
257180,63357,29558
257181,63357,39807
257182,63357,46283
257183,63357,48331
257184,63357,55111
257185,63357,60400
257186,63357,84175
257189,63358,51844
257195,63361,25369
257219,63365,33014
257220,63365,70299
257221,63365,86545
257222,63365,91437
257282,63388,77846
257283,63388,105699
257511,63430,46690
257544,63444,34323
257670,63476,82728
257741,63510,89655
257747,63512,27350
257753,63513,71751
257757,63515,28494
257782,63519,41358
257833,63537,24643
257883,63556,60345
257887,63558,44040
257888,63558,46258
257889,63558,52070
257890,63558,58589
257891,63558,67964
257892,63558,74362
257893,63558,104420
257894,63558,108751
257896,63559,20352
257956,63577,44294
257997,63585,50231
257998,63585,56218
257999,63585,75329
258000,63585,77335
258001,63585,81991
258012,63589,23028
258013,63589,97028
258023,63592,62406
258073,63613,33947
258100,63619,96632
258129,63630,94400
258150,63643,66809
258163,63647,31244
258164,63647,37616
258165,63647,72783
258166,63647,88888
258167,63647,100868
258237,63667,1301
258238,63667,3636
258239,63667,48978
258240,63667,51432
258241,63667,75640
258242,63667,82549
258243,63667,83920
258244,63667,86005
258245,63667,92662
258246,63667,97321
258247,63667,100663
258248,63667,107837
258257,63675,95841
258300,63682,8043
258301,63682,51954
258302,63682,83115
258326,63687,10056
258374,63701,58948
258470,63720,23718
258475,63722,77197
258489,63727,88725
258498,63730,111722
258535,63742,74533
258536,63742,87091
258537,63742,111801
258550,63746,19486
258551,63746,22428
258552,63746,23103
258553,63746,23468
258554,63746,24533
258555,63746,38095
258556,63746,38738
258557,63746,39963
258558,63746,40995
258559,63746,47076
258560,63746,60483
258561,63746,63808
258562,63746,70913
258563,63746,71685
258564,63746,71688
258565,63746,73568
258566,63746,76250
258567,63746,76847
258568,63746,77036
258569,63746,78592
258570,63746,83471
258571,63746,83606
258572,63746,84382
258573,63746,84415
258574,63746,88285
258575,63746,91991
258576,63746,93922
258577,63746,95319
258578,63746,103095
258618,63764,102487
258733,63796,50879
258734,63796,77132
258786,63809,71908
258805,63812,58394
258808,63812,61272
258825,63812,107830
258892,63824,42019
258893,63824,47197
258894,63824,57839
258895,63824,59372
258896,63824,65307
258897,63824,67624
258928,63830,67917
258948,63833,13596
258949,63833,28382
258950,63833,48267
258956,63835,83762
259022,63851,64350
259033,63854,18350
259034,63854,19831
259035,63854,35817
259036,63854,47357
259037,63854,57224
259038,63854,60166
259039,63854,62150
259040,63854,62718
259041,63854,62753
259042,63854,65643
259043,63854,66880
259044,63854,78062
259055,63863,42548
259090,63866,102282
259145,63885,48935
259148,63888,77962
259180,63900,98395
259183,63901,101272
259230,63913,33977
259244,63913,53969
259307,63926,40870
259419,63960,27269
259513,63983,29336
259562,63990,61660
259625,64012,102712
259626,64013,31490
259627,64013,41770
259628,64013,91533
259629,64013,95221
259630,64013,97352
259631,64013,97701
259780,64055,14044
259781,64055,16046
259785,64055,64358
259827,64074,82493
259829,64075,25044
259830,64075,47127
259856,64085,32793
259929,64104,28116
259964,64112,35196
260020,64125,67143
260021,64125,96347
260115,64140,40140
260124,64140,87259
260146,64148,37376
260147,64148,38468
260148,64148,39053
260149,64148,44839
260150,64148,51979
260151,64148,63453
260152,64148,64514
260153,64148,64951
260154,64148,66555
260155,64148,72733
260156,64148,80269
260157,64148,84529
260158,64148,88245
260159,64148,91854
260160,64148,100234
260161,64148,105119
260162,64148,106873
260163,64148,107006
260164,64148,110509
260188,64158,59618
260191,64159,105991
260237,64168,64684
260304,64176,77004
260312,64177,101351
260319,64182,76526
260320,64182,78945
260321,64182,79474
260322,64182,91758
260333,64186,66407
260405,64205,9788
260429,64216,50846
260430,64216,53388
260431,64216,87108
260463,64224,63649
260464,64224,72813
260465,64224,79544
260466,64224,106860
260481,64229,96194
260515,64241,7013
260566,64255,97744
260570,64258,739
260623,64276,67027
260652,64298,63604
260653,64298,69573
260749,64336,30562
260750,64336,31635
260837,64367,106696
260839,64369,24014
260959,64421,101970
261025,64444,91182
261079,64451,68077
261164,64481,29030
261165,64481,37246
261239,64498,91010
261245,64501,39061
261305,64515,99989
261313,64517,48877
261314,64517,49465
261353,64529,55811
261391,64534,111316
261460,64557,43761
261647,64611,68102
261648,64611,77795
261649,64611,108591
261681,64627,4723
261692,64632,30040
261724,64637,46532
261775,64661,60505
261869,64689,91970
262010,64724,97742
262055,64741,3397
262056,64741,9145
262057,64741,40752
262058,64741,50422
262059,64741,56362
262060,64741,84305
262061,64741,92462
262129,64766,70315
262142,64771,53138
262146,64771,101421
262147,64771,102987
262148,64771,110300
262205,64786,49362
262206,64786,71090
262207,64786,108427
262285,64817,25204
262414,64857,3786
262415,64857,3821
262416,64857,9255
262417,64857,20473
262418,64857,75049
262419,64857,81277
262420,64857,81908
262421,64857,87013
262422,64857,98634
262429,64862,110740
262437,64864,79996
262442,64865,59060
262452,64868,81454
262489,64877,69427
262495,64879,100245
262535,64897,106234
262663,64924,23747
262664,64924,36127
262665,64924,38047
262666,64924,40186
262667,64924,47080
262668,64924,50412
262669,64924,50701
262670,64924,50719
262671,64924,51027
262672,64924,52576
262673,64924,55009
262674,64924,58191
262675,64924,62507
262676,64924,67180
262677,64924,69841
262678,64924,70489
262679,64924,74698
262680,64924,76512
262681,64924,79459
262682,64924,82968
262683,64924,87033
262684,64924,87982
262685,64924,89198
262686,64924,91627
262687,64924,91847
262688,64924,92455
262689,64924,92601
262690,64924,93768
262691,64924,95409
262692,64924,97950
262693,64924,100498
262694,64924,101389
262695,64924,108132
262763,64935,51999
262787,64935,100576
262843,64954,53008
262986,64991,12577
263015,64995,27183
263035,65003,49620
263036,65003,67736
263174,65049,19258
263181,65050,2276
263182,65050,5051
263183,65050,38443
263192,65051,73456
263303,65060,35853
263310,65062,108967
263320,65071,66066
263321,65071,71300
263322,65071,72655
263345,65082,40870
263517,65115,28036
263558,65118,66162
263609,65136,13571
263610,65136,29565
263611,65136,75973
263612,65136,76278
263613,65136,96023
263637,65149,108900
263758,65186,5664
263778,65193,79840
263780,65196,108829
263781,65197,99686
263788,65204,53680
263809,65211,44189
263832,65229,68444
263858,65233,112028
263914,65252,53444
263920,65256,48862
264005,65276,57365
264026,65281,48862
264027,65281,73389
264068,65297,1338
264069,65297,1927
264070,65297,7492
264071,65297,10722
264072,65297,14764
264073,65297,17757
264074,65297,19742
264075,65297,21286
264076,65297,24312
264077,65297,35931
264078,65297,35945
264079,65297,59449
264080,65297,69911
264081,65297,71381
264082,65297,76255
264083,65297,92697
264087,65300,108690
264090,65303,37718
264091,65303,66019
264092,65303,69724
264118,65313,106833
264122,65315,14905
264127,65315,36091
264128,65315,69657
264133,65315,100778
264134,65315,101887
264140,65315,111429
264146,65319,36979
264199,65331,110786
264200,65332,7188
264322,65383,22348
264323,65383,22412
264324,65383,24000
264325,65383,24406
264326,65383,28415
264327,65383,35507
264328,65383,42607
264329,65383,42628
264330,65383,69679
264331,65383,70986
264332,65383,75720
264333,65383,80106
264334,65383,89783
264335,65383,92289
264336,65383,95435
264337,65383,100182
264338,65383,103261
264339,65383,106461
264415,65402,83684
264419,65402,103852
264423,65406,24448
264442,65408,97679
264539,65437,54550
264568,65446,30816
264569,65446,81800
264570,65446,87700
264571,65446,88325
264572,65446,89714
264576,65448,50701
264578,65448,64924
264595,65451,42143
264609,65460,99285
264624,65466,99914
264627,65467,28071
264672,65485,86124
264736,65493,80273
264755,65499,101917
264783,65503,83694
264812,65507,98752
264813,65507,101819
264855,65526,16968
264856,65526,23868
264857,65526,48447
264858,65526,48626
264859,65526,56431
264860,65526,68598
264861,65526,73578
264862,65526,88829
264863,65526,100534
264864,65526,112179
264870,65528,48679
264890,65528,105144
264994,65551,108614
264995,65555,6147
265065,65564,106247
265151,65588,55630
265152,65588,65939
265153,65588,66222
265154,65588,66242
265209,65601,94295
265218,65602,95099
265304,65626,40636
265305,65626,86633
265306,65626,94599
265315,65632,66208
265357,65651,9788
265374,65656,61611
265382,65657,103174
265506,65710,107344
265576,65730,93769
265578,65730,97239
265597,65737,86125
265616,65747,96411
265657,65760,49382
265674,65771,36260
265682,65771,95670
265685,65772,10231
265686,65772,10270
265687,65772,14222
265690,65772,20694
265698,65772,36080
265701,65772,40276
265704,65772,43156
265710,65772,79943
265714,65772,93942
265715,65772,95324
265716,65772,100326
265731,65778,39061
265741,65778,66392
265774,65783,38111
265775,65783,82447
265776,65784,60382
265777,65784,62372
265778,65784,72016
265779,65784,94795
265783,65785,88365
265785,65785,103156
265854,65813,64814
265880,65816,35561
265957,65827,23427
266003,65840,38934
266023,65842,111108
266059,65854,10555
266060,65854,23585
266061,65854,34552
266062,65854,35280
266063,65854,45734
266064,65854,51809
266065,65854,55737
266066,65854,61165
266067,65854,62836
266068,65854,69675
266069,65854,69956
266070,65854,74228
266071,65854,80386
266072,65854,82016
266109,65868,66162
266219,65877,52222
266256,65886,111506
266257,65887,22091
266258,65887,46308
266259,65887,69115
266260,65887,75136
266261,65887,89456
266262,65887,96020
266263,65887,96916
266264,65887,99568
266273,65891,1839
266319,65911,98130
266401,65941,39933
266621,65981,51282
266665,65991,79840
266701,66008,40075
266707,66010,9677
266713,66016,33306
266714,66016,36416
266715,66016,56644
266716,66016,110232
266731,66021,30217
266787,66038,96194
266791,66040,5370
266816,66047,64170
266820,66047,82811
266823,66047,87986
266827,66047,111343
266848,66050,44800
266918,66074,21961
266961,66092,96179
267012,66104,76732
267020,66110,31685
267021,66110,35917
267022,66110,40722
267023,66110,48478
267024,66110,62054
267025,66110,64604
267026,66110,91181
267027,66110,97304
267028,66110,106483
267053,66117,79338
267055,66117,81275
267107,66129,38563
267131,66138,45267
267279,66178,20561
267280,66178,52479
267281,66178,59057
267282,66178,70054
267283,66178,75309
267284,66178,78758
267285,66178,80816
267286,66178,81019
267287,66178,98111
267288,66178,99761
267289,66178,101827
267307,66190,24891
267414,66211,110925
267427,66220,30716
267524,66248,29071
267536,66250,40188
267540,66251,23881
267542,66251,69940
267576,66257,60998
267613,66263,31221
267644,66277,80183
267689,66290,98802
267715,66296,93977
267724,66302,21320
267734,66304,38795
267735,66304,66912
267739,66307,84609
267740,66307,101401
267767,66321,59246
267768,66321,80421
267797,66336,34518
267798,66336,51509
267799,66336,54439
267800,66336,58700
267801,66336,61592
267802,66336,64633
267803,66336,69401
267804,66336,71132
267805,66336,71177
267806,66336,71181
267807,66336,74446
267808,66336,84386
267809,66336,86155
267810,66336,91980
267811,66336,94436
267812,66336,97189
267813,66336,98048
267828,66344,63234
267844,66351,11845
267862,66353,38758
267907,66371,112114
267921,66375,78463
268094,66411,91462
268157,66425,61607
268232,66444,28749
268233,66444,59681
268234,66444,67738
268235,66444,73086
268236,66444,87831
268237,66444,105016
268378,66472,43952
268379,66472,52957
268427,66489,41629
268431,66489,99535
268432,66489,112276
268433,66489,112290
268441,66491,16049
268454,66494,33258
268509,66511,62392
268533,66515,66521
268548,66519,99118
268640,66557,71342
268641,66557,96582
268642,66557,103346
268658,66560,103151
268664,66562,67336
268666,66562,80569
268712,66577,19270
268720,66577,83262
268724,66577,100918
268742,66583,55688
268743,66583,97353
268744,66583,107372
268789,66593,98709
268821,66603,42045
268822,66603,60234
268823,66603,69908
268824,66603,70882
268825,66603,72225
268826,66603,78692
268827,66603,79761
268828,66603,98613
268864,66611,97095
268867,66614,42184
268908,66629,22875
268909,66629,35087
268910,66629,67867
268943,66640,99528
269204,66732,68701
269234,66746,9798
269263,66750,48094
269271,66755,21996
269364,66790,26036
269408,66806,73657
269410,66809,50262
269411,66809,52957
269412,66809,60183
269413,66809,63643
269414,66809,67193
269415,66809,106116
269437,66815,20150
269438,66815,102645
269439,66815,103436
269440,66815,109919
269588,66846,61288
269589,66846,61525
269590,66846,72906
269591,66846,83732
269592,66846,112033
269593,66848,17800
269594,66848,32272
269595,66848,40653
269596,66848,59042
269597,66848,63010
269598,66848,71181
269599,66848,80854
269600,66848,84706
269601,66848,85204
269602,66848,90494
269603,66848,110793
269619,66854,66296
269631,66854,107732
269664,66864,82327
269670,66865,37407
269703,66871,41769
269798,66884,75573
269932,66904,35227
269959,66920,30969
269982,66928,8137
270089,66958,18788
270253,66982,81022
270308,66994,54092
270325,67000,107579
270471,67025,8849
270533,67045,100526
270544,67053,52385
270552,67055,25208
270563,67060,40914
270564,67060,42294
270565,67060,44114
270566,67060,48891
270567,67060,57066
270568,67060,67329
270569,67060,83349
270570,67060,99560
270614,67072,110922
270646,67074,33574
270662,67080,104963
270667,67083,16687
270732,67101,93778
270779,67117,109068
270783,67120,48589
270789,67120,106274
270852,67148,4195
270853,67148,6162
270863,67151,24085
270864,67151,55849
270865,67151,59622
270866,67151,59797
270867,67151,87931
270868,67151,89851
270869,67151,91567
270910,67170,71963
270914,67174,21627
270915,67174,27328
270916,67174,36351
270917,67174,37360
270918,67174,39370
270919,67174,42015
270920,67174,43595
270921,67174,53165
270922,67174,57132
270923,67174,58641
270924,67174,61160
270925,67174,62985
270926,67174,69063
270927,67174,76530
270928,67174,81587
270929,67174,87132
270930,67174,89919
270931,67174,90869
270932,67174,93294
270933,67174,93322
270934,67174,96965
270947,67180,64924
271011,67205,100269
271090,67216,106587
271162,67232,47688
271256,67244,66163
271257,67245,16648
271331,67260,2663
271410,67284,75487
271413,67284,89558
271452,67290,4905
271525,67312,31344
271528,67312,64644
271549,67321,79819
271565,67327,58083
271568,67327,92185
271574,67330,39114
271638,67349,23890
271661,67355,108383
271712,67374,44866
271713,67374,46385
271714,67374,49528
271715,67374,50595
271716,67374,52996
271717,67374,61098
271718,67374,62684
271719,67374,64760
271720,67374,69385
271721,67374,98079
271722,67374,100250
271723,67374,107564
271724,67374,108094
271735,67378,5928
271808,67395,31298
271923,67454,32223
271924,67454,33261
272010,67469,90500
272049,67481,35155
272064,67482,81275
272068,67482,98883
272072,67482,110158
272073,67483,19930
272076,67483,79338
272160,67515,34108
272161,67515,38804
272171,67526,67933
272220,67545,109010
272267,67552,96246
272335,67564,21545
272336,67564,81535
272338,67566,59824
272339,67566,63337
272340,67566,68814
272341,67566,78152
272427,67594,111793
272492,67620,3291
272507,67624,8988
272508,67624,47197
272509,67624,56432
272510,67624,57839
272511,67624,59372
272512,67624,60615
272513,67624,63824
272514,67624,65307
272515,67624,65633
272537,67633,6919
272538,67633,9348
272539,67633,11503
272540,67633,21547
272541,67633,28858
272542,67633,32953
272543,67633,37533
272544,67633,40899
272545,67633,42615
272546,67633,46147
272547,67633,51609
272548,67633,53804
272549,67633,55034
272550,67633,57041
272551,67633,62029
272552,67633,63575
272553,67633,67539
272554,67633,71630
272555,67633,71689
272556,67633,72746
272557,67633,73893
272558,67633,76207
272559,67633,78842
272560,67633,85256
272561,67633,86275
272562,67633,89468
272563,67633,89990
272564,67633,90074
272565,67633,91469
272566,67633,91673
272567,67633,92507
272568,67633,93502
272569,67633,93730
272570,67633,94104
272571,67633,95338
272572,67633,96949
272573,67633,97068
272574,67633,98215
272575,67633,98601
272576,67633,102407
272577,67633,102410
272578,67633,104439
272579,67633,105103
272580,67633,105395
272581,67633,105740
272582,67633,107609
272583,67633,109314
272584,67633,110092
272585,67633,111684
272586,67633,111699
272587,67633,111796
272716,67675,67623
272717,67675,111170
272770,67699,987
272789,67707,94907
272791,67708,48935
272834,67721,111316
272861,67732,55129
272887,67734,63539
272996,67759,86463
273083,67797,49066
273084,67797,76550
273121,67810,28451
273265,67834,17138
273269,67837,3291
273316,67854,3568
273328,67856,31183
273329,67856,34761
273332,67856,40178
273336,67856,69904
273337,67856,83031
273338,67856,84677
273339,67856,87174
273340,67856,90160
273341,67856,94273
273345,67856,99926
273372,67860,86867
273385,67866,95189
273412,67879,67521
273413,67879,68575
273457,67900,32846
273458,67900,39814
273459,67900,41572
273460,67900,50535
273461,67900,67524
273462,67900,76797
273463,67901,9800
273464,67901,10189
273465,67901,17183
273468,67901,88190
273469,67901,88652
273509,67908,85862
273545,67925,57680
273627,67944,64072
273628,67944,87828
273651,67951,4089
273730,67981,13296
273795,67996,111643
273797,67997,67336
273812,68004,43992
273821,68004,48956
273859,68006,91140
273867,68009,105769
273916,68028,71988
273974,68050,42919
274034,68077,64451
274056,68080,97287
274141,68105,89053
274174,68120,31794
274175,68120,52268
274176,68120,63876
274200,68130,76248
274205,68132,57960
274354,68156,40870
274355,68157,12562
274364,68160,89355
274365,68160,98095
274464,68168,27648
274465,68168,63663
274466,68168,68478
274467,68168,75399
274468,68168,87390
274522,68175,2244
274538,68180,45024
274541,68181,108218
274554,68187,5584
274605,68207,5770
274606,68207,37282
274607,68207,45982
274608,68207,48811
274609,68207,57665
274610,68207,59289
274611,68207,60798
274612,68207,63531
274613,68207,66543
274614,68207,68033
